map_layout_code,max_cars,max_bikes,count_cars,throughput
3,5,3,279,55.8
3,5,6,216,43.2
3,13,3,91,7
3,13,12,206,15.84615385
3,5,9,171,34.2
3,5,12,142,28.4
3,5,15,126,25.2
3,13,15,128,9.846153846
3,7,0,392,56
3,7,6,265,37.85714286
3,7,3,324,46.28571429
3,7,9,211,30.14285714
3,7,12,177,25.28571429
3,7,15,147,21
3,9,0,390,43.33333333
3,9,3,337,37.44444444
3,9,6,276,30.66666667
3,9,9,228,25.33333333
3,9,12,188,20.88888889
3,9,15,136,15.11111111
3,11,0,415,37.72727273
3,11,3,343,31.18181818
3,11,6,294,26.72727273
3,11,9,220,20
3,11,12,191,17.36363636
3,11,15,164,14.90909091
3,1,0,96,96
3,1,3,82,82
3,1,6,61,61
3,1,9,50,50
3,13,0,403,31
3,1,12,40,40
3,1,15,38,38
3,13,3,350,26.92307692
3,3,0,255,85
3,3,3,203,67.66666667
3,3,6,162,54
3,3,9,134,44.66666667
3,3,12,105,35
3,13,6,313,24.07692308
3,3,15,78,26
3,13,9,247,19
3,5,0,356,71.2
3,5,3,286,57.2
3,13,12,187,14.38461538
3,5,6,210,42
3,5,9,173,34.6
3,5,12,144,28.8
3,5,15,121,24.2
3,13,15,144,11.07692308
3,7,0,381,54.42857143
3,7,3,320,45.71428571
3,7,6,251,35.85714286
3,7,9,205,29.28571429
3,7,12,177,25.28571429
3,7,15,136,19.42857143
3,9,0,392,43.55555556
3,9,3,342,38
3,9,6,274,30.44444444
3,9,9,225,25
3,9,12,180,20
3,9,15,154,17.11111111
3,11,0,406,36.90909091
3,11,3,343,31.18181818
3,11,6,287,26.09090909
3,11,9,223,20.27272727
3,11,12,48,4.363636364
3,13,0,409,31.46153846
3,11,15,160,14.54545455
3,13,3,340,26.15384615
3,13,6,282,21.69230769
3,13,9,91,7
3,13,12,182,14
3,13,15,158,12.15384615
